,ID,SIT.BG.Traps,date_collection,date_release,sex,species,source,trap,number,days,treatment,lat.r,lon.r,lat.t,lon.t,distance
2033,wild 1,Ur. sappharina,7/27/2018,7/24/2018,male,Ur. sapphirina,wild,1,0,3,wild,0,0,0,0,0
2034,wild 1,Tx. rutilus,7/27/2018,7/24/2018,male,Tx.rutilis,wild,1,0,3,wild,0,0,0,0,0
2035,wild 1,Wy. mitchelli,7/27/2018,7/24/2018,male,Wy. Mitchelli,wild,1,0,3,wild,0,0,0,0,0
2036,wild 1,Ae. albopictus-Female,7/31/2018,7/24/2018,female,Ae. Albopictus,wild,1,0,7,wild,0,0,0,0,0
2037,wild 1,Ae. albopictus-Male,7/31/2018,7/24/2018,male,Ae. Albopictus,wild,1,0,7,wild,0,0,0,0,0
2038,wild 1,Ae. aegypti - Female,7/31/2018,7/24/2018,female,Ae. Aegypti,wild,1,0,7,wild,0,0,0,0,0
2039,wild 1,Ae. aegypti - Male,7/31/2018,7/24/2018,male,Ae. Aegypti,wild,1,0,7,wild,0,0,0,0,0
2048,wild 1,Ae. taen.,7/31/2018,7/24/2018,male,Ae. taen.,wild,1,0,7,wild,0,0,0,0,0
2049,wild 1,Ae. vexans,7/31/2018,7/24/2018,male,Ae. vexans,wild,1,0,7,wild,0,0,0,0,0
2050,wild 1,An. bradleyi,7/31/2018,7/24/2018,male,An. bradleyi,wild,1,0,7,wild,0,0,0,0,0
2051,wild 1,An. crucians,7/31/2018,7/24/2018,male,An. crucians,wild,1,0,7,wild,0,0,0,0,0
2052,wild 1,An. perplexans,7/31/2018,7/24/2018,male,An. perplexans,wild,1,0,7,wild,0,0,0,0,0
2053,wild 1,An. punctipennis,7/31/2018,7/24/2018,male,An. punctipennis,wild,1,0,7,wild,0,0,0,0,0
2054,wild 1,An. quad.,7/31/2018,7/24/2018,male,An. quad.,wild,1,0,7,wild,0,0,0,0,0
2055,wild 1,An. walkeri,7/31/2018,7/24/2018,male,An. walkeri,wild,1,0,7,wild,0,0,0,0,0
2056,wild 1,Cq. perturbans,7/31/2018,7/24/2018,male,Cq. perturbans,wild,1,0,7,wild,0,0,0,0,0
2057,wild 1,Cs inornata,7/31/2018,7/24/2018,male,Cs inornata,wild,1,0,7,wild,0,0,0,0,0
2058,wild 1,Cs. melanura,7/31/2018,7/24/2018,male,Cs. melanura,wild,1,0,7,wild,0,0,0,0,0
2059,wild 1,Cx corronator,7/31/2018,7/24/2018,male,Cx corronator,wild,1,0,7,wild,0,0,0,0,0
2060,wild 1,Cx. erraticus,7/31/2018,7/24/2018,male,Cx. erraticus,wild,1,0,7,wild,0,0,0,0,0
2061,wild 1,Cx. nigripalpus,7/31/2018,7/24/2018,male,Cx. nigripalpus,wild,1,0,7,wild,0,0,0,0,0
2062,wild 1,Cx. quinque.,7/31/2018,7/24/2018,male,Cx. quinque.,wild,1,0,7,wild,0,0,0,0,0
2063,wild 1,Cx. restuans,7/31/2018,7/24/2018,male,Cx. restuans,wild,1,0,7,wild,0,0,0,0,0
2064,wild 1,Cx. salinarius,7/31/2018,7/24/2018,male,Cx. salinarius,wild,1,0,7,wild,0,0,0,0,0
2065,wild 1,Ms. titillans,7/31/2018,7/24/2018,male,Ms. titillans,wild,1,0,7,wild,0,0,0,0,0
2066,wild 1,Or. signifera,7/31/2018,7/24/2018,male,Or. signifera,wild,1,0,7,wild,0,0,0,0,0
2067,wild 1,Ps. ciliata,7/31/2018,7/24/2018,male,Ps. ciliata,wild,1,0,7,wild,0,0,0,0,0
2068,wild 1,Ps. columbiae,7/31/2018,7/24/2018,male,Ps. columbiae,wild,1,0,7,wild,0,0,0,0,0
2069,wild 1,Ps. cyanescens,7/31/2018,7/24/2018,male,Ps. cyanescens,wild,1,0,7,wild,0,0,0,0,0
2070,wild 1,Ps. ferox,7/31/2018,7/24/2018,male,Ps. ferox,wild,1,0,7,wild,0,0,0,0,0
2071,wild 1,Ps. howardii,7/31/2018,7/24/2018,male,Ps. howardii,wild,1,0,7,wild,0,0,0,0,0
2072,wild 1,Ur. lowwi,7/31/2018,7/24/2018,male,Ur. lowwi,wild,1,0,7,wild,0,0,0,0,0
2073,wild 1,Ur. sappharina,7/31/2018,7/24/2018,male,Ur. sapphirina,wild,1,0,7,wild,0,0,0,0,0
2074,wild 1,Tx. rutilus,7/31/2018,7/24/2018,male,Tx.rutilis,wild,1,0,7,wild,0,0,0,0,0
2075,wild 1,Wy. mitchelli,7/31/2018,7/24/2018,male,Wy. Mitchelli,wild,1,0,7,wild,0,0,0,0,0
2076,wild 1,Ae. albopictus-Female,8/2/2018,7/24/2018,female,Ae. Albopictus,wild,1,0,9,wild,0,0,0,0,0
2077,wild 1,Ae. albopictus-Male,8/2/2018,7/24/2018,male,Ae. Albopictus,wild,1,0,9,wild,0,0,0,0,0
2078,wild 1,Ae. aegypti - Female,8/2/2018,7/24/2018,female,Ae. Aegypti,wild,1,0,9,wild,0,0,0,0,0
2079,wild 1,Ae. aegypti - Male,8/2/2018,7/24/2018,male,Ae. Aegypti,wild,1,0,9,wild,0,0,0,0,0
2088,wild 1,Ae. taen.,8/2/2018,7/24/2018,male,Ae. taen.,wild,1,0,9,wild,0,0,0,0,0
2089,wild 1,Ae. vexans,8/2/2018,7/24/2018,male,Ae. vexans,wild,1,0,9,wild,0,0,0,0,0
2090,wild 1,An. bradleyi,8/2/2018,7/24/2018,male,An. bradleyi,wild,1,0,9,wild,0,0,0,0,0
2091,wild 1,An. crucians,8/2/2018,7/24/2018,male,An. crucians,wild,1,0,9,wild,0,0,0,0,0
2092,wild 1,An. perplexans,8/2/2018,7/24/2018,male,An. perplexans,wild,1,0,9,wild,0,0,0,0,0
2093,wild 1,An. punctipennis,8/2/2018,7/24/2018,male,An. punctipennis,wild,1,0,9,wild,0,0,0,0,0
2094,wild 1,An. quad.,8/2/2018,7/24/2018,male,An. quad.,wild,1,0,9,wild,0,0,0,0,0
2095,wild 1,An. walkeri,8/2/2018,7/24/2018,male,An. walkeri,wild,1,0,9,wild,0,0,0,0,0
2096,wild 1,Cq. perturbans,8/2/2018,7/24/2018,male,Cq. perturbans,wild,1,0,9,wild,0,0,0,0,0
2097,wild 1,Cs inornata,8/2/2018,7/24/2018,male,Cs inornata,wild,1,0,9,wild,0,0,0,0,0
2098,wild 1,Cs. melanura,8/2/2018,7/24/2018,male,Cs. melanura,wild,1,0,9,wild,0,0,0,0,0
2099,wild 1,Cx corronator,8/2/2018,7/24/2018,male,Cx corronator,wild,1,0,9,wild,0,0,0,0,0
2100,wild 1,Cx. erraticus,8/2/2018,7/24/2018,male,Cx. erraticus,wild,1,0,9,wild,0,0,0,0,0
2101,wild 1,Cx. nigripalpus,8/2/2018,7/24/2018,male,Cx. nigripalpus,wild,1,0,9,wild,0,0,0,0,0
2102,wild 1,Cx. quinque.,8/2/2018,7/24/2018,male,Cx. quinque.,wild,1,0,9,wild,0,0,0,0,0
2103,wild 1,Cx. restuans,8/2/2018,7/24/2018,male,Cx. restuans,wild,1,0,9,wild,0,0,0,0,0
2104,wild 1,Cx. salinarius,8/2/2018,7/24/2018,male,Cx. salinarius,wild,1,0,9,wild,0,0,0,0,0
2105,wild 1,Ms. titillans,8/2/2018,7/24/2018,male,Ms. titillans,wild,1,0,9,wild,0,0,0,0,0
2106,wild 1,Or. signifera,8/2/2018,7/24/2018,male,Or. signifera,wild,1,0,9,wild,0,0,0,0,0
2107,wild 1,Ps. ciliata,8/2/2018,7/24/2018,male,Ps. ciliata,wild,1,0,9,wild,0,0,0,0,0
2108,wild 1,Ps. columbiae,8/2/2018,7/24/2018,male,Ps. columbiae,wild,1,0,9,wild,0,0,0,0,0
2109,wild 1,Ps. cyanescens,8/2/2018,7/24/2018,male,Ps. cyanescens,wild,1,0,9,wild,0,0,0,0,0
2110,wild 1,Ps. ferox,8/2/2018,7/24/2018,male,Ps. ferox,wild,1,0,9,wild,0,0,0,0,0
2111,wild 1,Ps. howardii,8/2/2018,7/24/2018,male,Ps. howardii,wild,1,0,9,wild,0,0,0,0,0
2112,wild 1,Ur. lowwi,8/2/2018,7/24/2018,male,Ur. lowwi,wild,1,0,9,wild,0,0,0,0,0
2113,wild 1,Ur. sappharina,8/2/2018,7/24/2018,male,Ur. sapphirina,wild,1,0,9,wild,0,0,0,0,0
2114,wild 1,Tx. rutilus,8/2/2018,7/24/2018,male,Tx.rutilis,wild,1,0,9,wild,0,0,0,0,0
2115,wild 1,Wy. mitchelli,8/2/2018,7/24/2018,male,Wy. Mitchelli,wild,1,0,9,wild,0,0,0,0,0
2116,wild 1,Ae. albopictus-Female,8/7/2018,7/24/2018,female,Ae. Albopictus,wild,1,0,14,wild,0,0,0,0,0
2117,wild 1,Ae. albopictus-Male,8/7/2018,7/24/2018,male,Ae. Albopictus,wild,1,0,14,wild,0,0,0,0,0
2118,wild 1,Ae. aegypti - Female,8/7/2018,7/24/2018,female,Ae. Aegypti,wild,1,1,14,wild,0,0,0,0,0
2119,wild 1,Ae. aegypti - Male,8/7/2018,7/24/2018,male,Ae. Aegypti,wild,1,0,14,wild,0,0,0,0,0
2128,wild 1,Ae. taen.,8/7/2018,7/24/2018,male,Ae. taen.,wild,1,0,14,wild,0,0,0,0,0
2129,wild 1,Ae. vexans,8/7/2018,7/24/2018,male,Ae. vexans,wild,1,0,14,wild,0,0,0,0,0
2130,wild 1,An. bradleyi,8/7/2018,7/24/2018,male,An. bradleyi,wild,1,0,14,wild,0,0,0,0,0
2131,wild 1,An. crucians,8/7/2018,7/24/2018,male,An. crucians,wild,1,0,14,wild,0,0,0,0,0
2132,wild 1,An. perplexans,8/7/2018,7/24/2018,male,An. perplexans,wild,1,0,14,wild,0,0,0,0,0
2133,wild 1,An. punctipennis,8/7/2018,7/24/2018,male,An. punctipennis,wild,1,0,14,wild,0,0,0,0,0
2134,wild 1,An. quad.,8/7/2018,7/24/2018,male,An. quad.,wild,1,0,14,wild,0,0,0,0,0
2135,wild 1,An. walkeri,8/7/2018,7/24/2018,male,An. walkeri,wild,1,0,14,wild,0,0,0,0,0
2136,wild 1,Cq. perturbans,8/7/2018,7/24/2018,male,Cq. perturbans,wild,1,0,14,wild,0,0,0,0,0
2137,wild 1,Cs inornata,8/7/2018,7/24/2018,male,Cs inornata,wild,1,0,14,wild,0,0,0,0,0
2138,wild 1,Cs. melanura,8/7/2018,7/24/2018,male,Cs. melanura,wild,1,0,14,wild,0,0,0,0,0
2139,wild 1,Cx corronator,8/7/2018,7/24/2018,male,Cx corronator,wild,1,0,14,wild,0,0,0,0,0
2140,wild 1,Cx. erraticus,8/7/2018,7/24/2018,male,Cx. erraticus,wild,1,0,14,wild,0,0,0,0,0
2141,wild 1,Cx. nigripalpus,8/7/2018,7/24/2018,male,Cx. nigripalpus,wild,1,0,14,wild,0,0,0,0,0
2142,wild 1,Cx. quinque.,8/7/2018,7/24/2018,male,Cx. quinque.,wild,1,1,14,wild,0,0,0,0,0
2143,wild 1,Cx. restuans,8/7/2018,7/24/2018,male,Cx. restuans,wild,1,0,14,wild,0,0,0,0,0
2144,wild 1,Cx. salinarius,8/7/2018,7/24/2018,male,Cx. salinarius,wild,1,0,14,wild,0,0,0,0,0
2145,wild 1,Ms. titillans,8/7/2018,7/24/2018,male,Ms. titillans,wild,1,0,14,wild,0,0,0,0,0
2146,wild 1,Or. signifera,8/7/2018,7/24/2018,male,Or. signifera,wild,1,0,14,wild,0,0,0,0,0
2147,wild 1,Ps. ciliata,8/7/2018,7/24/2018,male,Ps. ciliata,wild,1,0,14,wild,0,0,0,0,0
2148,wild 1,Ps. columbiae,8/7/2018,7/24/2018,male,Ps. columbiae,wild,1,0,14,wild,0,0,0,0,0
2149,wild 1,Ps. cyanescens,8/7/2018,7/24/2018,male,Ps. cyanescens,wild,1,0,14,wild,0,0,0,0,0
2150,wild 1,Ps. ferox,8/7/2018,7/24/2018,male,Ps. ferox,wild,1,0,14,wild,0,0,0,0,0
2151,wild 1,Ps. howardii,8/7/2018,7/24/2018,male,Ps. howardii,wild,1,0,14,wild,0,0,0,0,0
2152,wild 1,Ur. lowwi,8/7/2018,7/24/2018,male,Ur. lowwi,wild,1,0,14,wild,0,0,0,0,0
2153,wild 1,Ur. sappharina,8/7/2018,7/24/2018,male,Ur. sapphirina,wild,1,0,14,wild,0,0,0,0,0
2154,wild 1,Tx. rutilus,8/7/2018,7/24/2018,male,Tx.rutilis,wild,1,0,14,wild,0,0,0,0,0
2155,wild 1,Wy. mitchelli,8/7/2018,7/24/2018,male,Wy. Mitchelli,wild,1,0,14,wild,0,0,0,0,0
2860,wild 10,Ae. atlanticus,7/25/2018,7/24/2018,male,Ae. Atlanticus,wild,10,0,1,wild,0,0,0,0,0
2861,wild 10,Ae. infirmatus,7/25/2018,7/24/2018,male,Ae. infirmatus,wild,10,0,1,wild,0,0,0,0,0
2862,wild 10,Ae. mitchellae,7/25/2018,7/24/2018,male,Ae. mitchellae,wild,10,0,1,wild,0,0,0,0,0
2863,wild 10,Ae. sollicitans,7/25/2018,7/24/2018,male,Ae. sollicitans,wild,10,0,1,wild,0,0,0,0,0
2900,wild 10,Ae. atlanticus,7/27/2018,7/24/2018,male,Ae. Atlanticus,wild,10,0,3,wild,0,0,0,0,0
2901,wild 10,Ae. infirmatus,7/27/2018,7/24/2018,male,Ae. infirmatus,wild,10,0,3,wild,0,0,0,0,0
2902,wild 10,Ae. mitchellae,7/27/2018,7/24/2018,male,Ae. mitchellae,wild,10,0,3,wild,0,0,0,0,0
2903,wild 10,Ae. sollicitans,7/27/2018,7/24/2018,male,Ae. sollicitans,wild,10,0,3,wild,0,0,0,0,0
2940,wild 10,Ae. atlanticus,7/31/2018,7/24/2018,male,Ae. Atlanticus,wild,10,0,7,wild,0,0,0,0,0
2941,wild 10,Ae. infirmatus,7/31/2018,7/24/2018,male,Ae. infirmatus,wild,10,0,7,wild,0,0,0,0,0
2942,wild 10,Ae. mitchellae,7/31/2018,7/24/2018,male,Ae. mitchellae,wild,10,0,7,wild,0,0,0,0,0
2943,wild 10,Ae. sollicitans,7/31/2018,7/24/2018,male,Ae. sollicitans,wild,10,0,7,wild,0,0,0,0,0
2980,wild 10,Ae. atlanticus,8/2/2018,7/24/2018,male,Ae. Atlanticus,wild,10,0,9,wild,0,0,0,0,0
2981,wild 10,Ae. infirmatus,8/2/2018,7/24/2018,male,Ae. infirmatus,wild,10,0,9,wild,0,0,0,0,0
2982,wild 10,Ae. mitchellae,8/2/2018,7/24/2018,male,Ae. mitchellae,wild,10,0,9,wild,0,0,0,0,0
2983,wild 10,Ae. sollicitans,8/2/2018,7/24/2018,male,Ae. sollicitans,wild,10,0,9,wild,0,0,0,0,0
3020,wild 10,Ae. atlanticus,8/7/2018,7/24/2018,male,Ae. Atlanticus,wild,10,0,14,wild,0,0,0,0,0
3021,wild 10,Ae. infirmatus,8/7/2018,7/24/2018,male,Ae. infirmatus,wild,10,0,14,wild,0,0,0,0,0
3022,wild 10,Ae. mitchellae,8/7/2018,7/24/2018,male,Ae. mitchellae,wild,10,0,14,wild,0,0,0,0,0
3023,wild 10,Ae. sollicitans,8/7/2018,7/24/2018,male,Ae. sollicitans,wild,10,0,14,wild,0,0,0,0,0
3216,wild 10,Ae. albopictus-Female,7/25/2018,7/24/2018,female,Ae. Albopictus,wild,10,0,1,wild,0,0,0,0,0
3217,wild 10,Ae. albopictus-Male,7/25/2018,7/24/2018,male,Ae. Albopictus,wild,10,0,1,wild,0,0,0,0,0
3218,wild 10,Ae. aegypti - Female,7/25/2018,7/24/2018,female,Ae. Aegypti,wild,10,0,1,wild,0,0,0,0,0
3219,wild 10,Ae. aegypti - Male,7/25/2018,7/24/2018,male,Ae. Aegypti,wild,10,0,1,wild,0,0,0,0,0
3228,wild 10,Ae. taen.,7/25/2018,7/24/2018,male,Ae. taen.,wild,10,0,1,wild,0,0,0,0,0
3229,wild 10,Ae. vexans,7/25/2018,7/24/2018,male,Ae. vexans,wild,10,0,1,wild,0,0,0,0,0
3230,wild 10,An. bradleyi,7/25/2018,7/24/2018,male,An. bradleyi,wild,10,0,1,wild,0,0,0,0,0
3231,wild 10,An. crucians,7/25/2018,7/24/2018,male,An. crucians,wild,10,0,1,wild,0,0,0,0,0
3232,wild 10,An. perplexans,7/25/2018,7/24/2018,male,An. perplexans,wild,10,0,1,wild,0,0,0,0,0
3233,wild 10,An. punctipennis,7/25/2018,7/24/2018,male,An. punctipennis,wild,10,0,1,wild,0,0,0,0,0
3234,wild 10,An. quad.,7/25/2018,7/24/2018,male,An. quad.,wild,10,0,1,wild,0,0,0,0,0
3235,wild 10,An. walkeri,7/25/2018,7/24/2018,male,An. walkeri,wild,10,0,1,wild,0,0,0,0,0
3236,wild 10,Cq. perturbans,7/25/2018,7/24/2018,male,Cq. perturbans,wild,10,0,1,wild,0,0,0,0,0
3237,wild 10,Cs inornata,7/25/2018,7/24/2018,male,Cs inornata,wild,10,0,1,wild,0,0,0,0,0
3238,wild 10,Cs. melanura,7/25/2018,7/24/2018,male,Cs. melanura,wild,10,0,1,wild,0,0,0,0,0
3239,wild 10,Cx corronator,7/25/2018,7/24/2018,male,Cx corronator,wild,10,0,1,wild,0,0,0,0,0
3240,wild 10,Cx. erraticus,7/25/2018,7/24/2018,male,Cx. erraticus,wild,10,0,1,wild,0,0,0,0,0
3241,wild 10,Cx. nigripalpus,7/25/2018,7/24/2018,male,Cx. nigripalpus,wild,10,0,1,wild,0,0,0,0,0
3242,wild 10,Cx. quinque.,7/25/2018,7/24/2018,male,Cx. quinque.,wild,10,3,1,wild,0,0,0,0,0
3243,wild 10,Cx. restuans,7/25/2018,7/24/2018,male,Cx. restuans,wild,10,0,1,wild,0,0,0,0,0
3244,wild 10,Cx. salinarius,7/25/2018,7/24/2018,male,Cx. salinarius,wild,10,0,1,wild,0,0,0,0,0
3245,wild 10,Ms. titillans,7/25/2018,7/24/2018,male,Ms. titillans,wild,10,0,1,wild,0,0,0,0,0
3246,wild 10,Or. signifera,7/25/2018,7/24/2018,male,Or. signifera,wild,10,0,1,wild,0,0,0,0,0
3247,wild 10,Ps. ciliata,7/25/2018,7/24/2018,male,Ps. ciliata,wild,10,0,1,wild,0,0,0,0,0
3248,wild 10,Ps. columbiae,7/25/2018,7/24/2018,male,Ps. columbiae,wild,10,0,1,wild,0,0,0,0,0
3249,wild 10,Ps. cyanescens,7/25/2018,7/24/2018,male,Ps. cyanescens,wild,10,0,1,wild,0,0,0,0,0
3250,wild 10,Ps. ferox,7/25/2018,7/24/2018,male,Ps. ferox,wild,10,0,1,wild,0,0,0,0,0
3251,wild 10,Ps. howardii,7/25/2018,7/24/2018,male,Ps. howardii,wild,10,0,1,wild,0,0,0,0,0
3252,wild 10,Ur. lowwi,7/25/2018,7/24/2018,male,Ur. lowwi,wild,10,0,1,wild,0,0,0,0,0
3253,wild 10,Ur. sappharina,7/25/2018,7/24/2018,male,Ur. sapphirina,wild,10,0,1,wild,0,0,0,0,0
3254,wild 10,Tx. rutilus,7/25/2018,7/24/2018,male,Tx.rutilis,wild,10,0,1,wild,0,0,0,0,0
3255,wild 10,Wy. mitchelli,7/25/2018,7/24/2018,male,Wy. Mitchelli,wild,10,0,1,wild,0,0,0,0,0
3256,wild 10,Ae. albopictus-Female,7/27/2018,7/24/2018,female,Ae. Albopictus,wild,10,0,3,wild,0,0,0,0,0
3257,wild 10,Ae. albopictus-Male,7/27/2018,7/24/2018,male,Ae. Albopictus,wild,10,0,3,wild,0,0,0,0,0
3258,wild 10,Ae. aegypti - Female,7/27/2018,7/24/2018,female,Ae. Aegypti,wild,10,5,3,wild,0,0,0,0,0
3259,wild 10,Ae. aegypti - Male,7/27/2018,7/24/2018,male,Ae. Aegypti,wild,10,4,3,wild,0,0,0,0,0
3268,wild 10,Ae. taen.,7/27/2018,7/24/2018,male,Ae. taen.,wild,10,0,3,wild,0,0,0,0,0
3269,wild 10,Ae. vexans,7/27/2018,7/24/2018,male,Ae. vexans,wild,10,0,3,wild,0,0,0,0,0
3270,wild 10,An. bradleyi,7/27/2018,7/24/2018,male,An. bradleyi,wild,10,0,3,wild,0,0,0,0,0
3271,wild 10,An. crucians,7/27/2018,7/24/2018,male,An. crucians,wild,10,0,3,wild,0,0,0,0,0
3272,wild 10,An. perplexans,7/27/2018,7/24/2018,male,An. perplexans,wild,10,0,3,wild,0,0,0,0,0
3273,wild 10,An. punctipennis,7/27/2018,7/24/2018,male,An. punctipennis,wild,10,0,3,wild,0,0,0,0,0
3274,wild 10,An. quad.,7/27/2018,7/24/2018,male,An. quad.,wild,10,0,3,wild,0,0,0,0,0
3275,wild 10,An. walkeri,7/27/2018,7/24/2018,male,An. walkeri,wild,10,0,3,wild,0,0,0,0,0
3276,wild 10,Cq. perturbans,7/27/2018,7/24/2018,male,Cq. perturbans,wild,10,0,3,wild,0,0,0,0,0
3277,wild 10,Cs inornata,7/27/2018,7/24/2018,male,Cs inornata,wild,10,0,3,wild,0,0,0,0,0
3278,wild 10,Cs. melanura,7/27/2018,7/24/2018,male,Cs. melanura,wild,10,0,3,wild,0,0,0,0,0
3279,wild 10,Cx corronator,7/27/2018,7/24/2018,male,Cx corronator,wild,10,0,3,wild,0,0,0,0,0
3280,wild 10,Cx. erraticus,7/27/2018,7/24/2018,male,Cx. erraticus,wild,10,0,3,wild,0,0,0,0,0
3281,wild 10,Cx. nigripalpus,7/27/2018,7/24/2018,male,Cx. nigripalpus,wild,10,0,3,wild,0,0,0,0,0
3282,wild 10,Cx. quinque.,7/27/2018,7/24/2018,male,Cx. quinque.,wild,10,4,3,wild,0,0,0,0,0
3283,wild 10,Cx. restuans,7/27/2018,7/24/2018,male,Cx. restuans,wild,10,0,3,wild,0,0,0,0,0
3284,wild 10,Cx. salinarius,7/27/2018,7/24/2018,male,Cx. salinarius,wild,10,0,3,wild,0,0,0,0,0
3285,wild 10,Ms. titillans,7/27/2018,7/24/2018,male,Ms. titillans,wild,10,0,3,wild,0,0,0,0,0
3286,wild 10,Or. signifera,7/27/2018,7/24/2018,male,Or. signifera,wild,10,0,3,wild,0,0,0,0,0
3287,wild 10,Ps. ciliata,7/27/2018,7/24/2018,male,Ps. ciliata,wild,10,0,3,wild,0,0,0,0,0
3288,wild 10,Ps. columbiae,7/27/2018,7/24/2018,male,Ps. columbiae,wild,10,0,3,wild,0,0,0,0,0
3289,wild 10,Ps. cyanescens,7/27/2018,7/24/2018,male,Ps. cyanescens,wild,10,0,3,wild,0,0,0,0,0
3290,wild 10,Ps. ferox,7/27/2018,7/24/2018,male,Ps. ferox,wild,10,0,3,wild,0,0,0,0,0
3291,wild 10,Ps. howardii,7/27/2018,7/24/2018,male,Ps. howardii,wild,10,0,3,wild,0,0,0,0,0
3292,wild 10,Ur. lowwi,7/27/2018,7/24/2018,male,Ur. lowwi,wild,10,0,3,wild,0,0,0,0,0
3293,wild 10,Ur. sappharina,7/27/2018,7/24/2018,male,Ur. sapphirina,wild,10,0,3,wild,0,0,0,0,0
3294,wild 10,Tx. rutilus,7/27/2018,7/24/2018,male,Tx.rutilis,wild,10,0,3,wild,0,0,0,0,0
3295,wild 10,Wy. mitchelli,7/27/2018,7/24/2018,male,Wy. Mitchelli,wild,10,0,3,wild,0,0,0,0,0
3296,wild 10,Ae. albopictus-Female,7/31/2018,7/24/2018,female,Ae. Albopictus,wild,10,0,7,wild,0,0,0,0,0
3297,wild 10,Ae. albopictus-Male,7/31/2018,7/24/2018,male,Ae. Albopictus,wild,10,0,7,wild,0,0,0,0,0
3298,wild 10,Ae. aegypti - Female,7/31/2018,7/24/2018,female,Ae. Aegypti,wild,10,0,7,wild,0,0,0,0,0
3299,wild 10,Ae. aegypti - Male,7/31/2018,7/24/2018,male,Ae. Aegypti,wild,10,0,7,wild,0,0,0,0,0
3308,wild 10,Ae. taen.,7/31/2018,7/24/2018,male,Ae. taen.,wild,10,0,7,wild,0,0,0,0,0
3309,wild 10,Ae. vexans,7/31/2018,7/24/2018,male,Ae. vexans,wild,10,0,7,wild,0,0,0,0,0
3310,wild 10,An. bradleyi,7/31/2018,7/24/2018,male,An. bradleyi,wild,10,0,7,wild,0,0,0,0,0
3311,wild 10,An. crucians,7/31/2018,7/24/2018,male,An. crucians,wild,10,0,7,wild,0,0,0,0,0
3312,wild 10,An. perplexans,7/31/2018,7/24/2018,male,An. perplexans,wild,10,0,7,wild,0,0,0,0,0
3313,wild 10,An. punctipennis,7/31/2018,7/24/2018,male,An. punctipennis,wild,10,0,7,wild,0,0,0,0,0
3314,wild 10,An. quad.,7/31/2018,7/24/2018,male,An. quad.,wild,10,0,7,wild,0,0,0,0,0
3315,wild 10,An. walkeri,7/31/2018,7/24/2018,male,An. walkeri,wild,10,0,7,wild,0,0,0,0,0
3316,wild 10,Cq. perturbans,7/31/2018,7/24/2018,male,Cq. perturbans,wild,10,0,7,wild,0,0,0,0,0
3317,wild 10,Cs inornata,7/31/2018,7/24/2018,male,Cs inornata,wild,10,0,7,wild,0,0,0,0,0
3318,wild 10,Cs. melanura,7/31/2018,7/24/2018,male,Cs. melanura,wild,10,0,7,wild,0,0,0,0,0
3319,wild 10,Cx corronator,7/31/2018,7/24/2018,male,Cx corronator,wild,10,0,7,wild,0,0,0,0,0
3320,wild 10,Cx. erraticus,7/31/2018,7/24/2018,male,Cx. erraticus,wild,10,0,7,wild,0,0,0,0,0
3321,wild 10,Cx. nigripalpus,7/31/2018,7/24/2018,male,Cx. nigripalpus,wild,10,0,7,wild,0,0,0,0,0
3322,wild 10,Cx. quinque.,7/31/2018,7/24/2018,male,Cx. quinque.,wild,10,0,7,wild,0,0,0,0,0
3323,wild 10,Cx. restuans,7/31/2018,7/24/2018,male,Cx. restuans,wild,10,0,7,wild,0,0,0,0,0
3324,wild 10,Cx. salinarius,7/31/2018,7/24/2018,male,Cx. salinarius,wild,10,0,7,wild,0,0,0,0,0
3325,wild 10,Ms. titillans,7/31/2018,7/24/2018,male,Ms. titillans,wild,10,0,7,wild,0,0,0,0,0
3326,wild 10,Or. signifera,7/31/2018,7/24/2018,male,Or. signifera,wild,10,0,7,wild,0,0,0,0,0
3327,wild 10,Ps. ciliata,7/31/2018,7/24/2018,male,Ps. ciliata,wild,10,0,7,wild,0,0,0,0,0
3328,wild 10,Ps. columbiae,7/31/2018,7/24/2018,male,Ps. columbiae,wild,10,0,7,wild,0,0,0,0,0
3329,wild 10,Ps. cyanescens,7/31/2018,7/24/2018,male,Ps. cyanescens,wild,10,0,7,wild,0,0,0,0,0
3330,wild 10,Ps. ferox,7/31/2018,7/24/2018,male,Ps. ferox,wild,10,0,7,wild,0,0,0,0,0
3331,wild 10,Ps. howardii,7/31/2018,7/24/2018,male,Ps. howardii,wild,10,0,7,wild,0,0,0,0,0
3332,wild 10,Ur. lowwi,7/31/2018,7/24/2018,male,Ur. lowwi,wild,10,0,7,wild,0,0,0,0,0
3333,wild 10,Ur. sappharina,7/31/2018,7/24/2018,male,Ur. sapphirina,wild,10,0,7,wild,0,0,0,0,0
3334,wild 10,Tx. rutilus,7/31/2018,7/24/2018,male,Tx.rutilis,wild,10,0,7,wild,0,0,0,0,0
3335,wild 10,Wy. mitchelli,7/31/2018,7/24/2018,male,Wy. Mitchelli,wild,10,0,7,wild,0,0,0,0,0
3336,wild 10,Ae. albopictus-Female,8/2/2018,7/24/2018,female,Ae. Albopictus,wild,10,0,9,wild,0,0,0,0,0
3337,wild 10,Ae. albopictus-Male,8/2/2018,7/24/2018,male,Ae. Albopictus,wild,10,0,9,wild,0,0,0,0,0
3338,wild 10,Ae. aegypti - Female,8/2/2018,7/24/2018,female,Ae. Aegypti,wild,10,7,9,wild,0,0,0,0,0
