,ID,SIT.BG.Traps,date_collection,date_release,sex,species,source,trap,number,days,treatment,lat.r,lon.r,lat.t,lon.t,distance
4187,wild 11,Ps. ciliata,6/26/2018,6/12/2018,male,Ps. ciliata,wild,11,0,14,wild,0,0,0,0,0
4188,wild 11,Ps. columbiae,6/26/2018,6/12/2018,male,Ps. columbiae,wild,11,0,14,wild,0,0,0,0,0
4189,wild 11,Ps. cyanescens,6/26/2018,6/12/2018,male,Ps. cyanescens,wild,11,0,14,wild,0,0,0,0,0
4190,wild 11,Ps. ferox,6/26/2018,6/12/2018,male,Ps. ferox,wild,11,0,14,wild,0,0,0,0,0
4191,wild 11,Ps. howardii,6/26/2018,6/12/2018,male,Ps. howardii,wild,11,0,14,wild,0,0,0,0,0
4192,wild 11,Ur. lowwi,6/26/2018,6/12/2018,male,Ur. lowwi,wild,11,0,14,wild,0,0,0,0,0
4193,wild 11,Ur. sappharina,6/26/2018,6/12/2018,male,Ur. sapphirina,wild,11,0,14,wild,0,0,0,0,0
4194,wild 11,Tx. rutilus,6/26/2018,6/12/2018,male,Tx.rutilis,wild,11,0,14,wild,0,0,0,0,0
4195,wild 11,Wy. mitchelli,6/26/2018,6/12/2018,male,Wy. Mitchelli,wild,11,0,14,wild,0,0,0,0,0
5296,wild 2,Ae. albopictus-Female,6/15/2018,6/12/2018,female,Ae. Albopictus,wild,2,0,3,wild,0,0,0,0,0
5297,wild 2,Ae. albopictus-Male,6/15/2018,6/12/2018,male,Ae. Albopictus,wild,2,0,3,wild,0,0,0,0,0
5298,wild 2,Ae. aegypti - Female,6/15/2018,6/12/2018,female,Ae. Aegypti,wild,2,0,3,wild,0,0,0,0,0
5299,wild 2,Ae. aegypti - Male,6/15/2018,6/12/2018,male,Ae. Aegypti,wild,2,0,3,wild,0,0,0,0,0
5304,wild 2,Ae. atlanticus,6/15/2018,6/12/2018,male,Ae. Atlanticus,wild,2,0,3,wild,0,0,0,0,0
5305,wild 2,Ae. infirmatus,6/15/2018,6/12/2018,male,Ae. infirmatus,wild,2,0,3,wild,0,0,0,0,0
5306,wild 2,Ae. mitchellae,6/15/2018,6/12/2018,male,Ae. mitchellae,wild,2,0,3,wild,0,0,0,0,0
5307,wild 2,Ae. sollicitans,6/15/2018,6/12/2018,male,Ae. sollicitans,wild,2,0,3,wild,0,0,0,0,0
5308,wild 2,Ae. taen.,6/15/2018,6/12/2018,male,Ae. taen.,wild,2,0,3,wild,0,0,0,0,0
5309,wild 2,Ae. vexans,6/15/2018,6/12/2018,male,Ae. vexans,wild,2,0,3,wild,0,0,0,0,0
5310,wild 2,An. bradleyi,6/15/2018,6/12/2018,male,An. bradleyi,wild,2,0,3,wild,0,0,0,0,0
5311,wild 2,An. crucians,6/15/2018,6/12/2018,male,An. crucians,wild,2,0,3,wild,0,0,0,0,0
5312,wild 2,An. perplexans,6/15/2018,6/12/2018,male,An. perplexans,wild,2,0,3,wild,0,0,0,0,0
5313,wild 2,An. punctipennis,6/15/2018,6/12/2018,male,An. punctipennis,wild,2,0,3,wild,0,0,0,0,0
5314,wild 2,An. quad.,6/15/2018,6/12/2018,male,An. quad.,wild,2,0,3,wild,0,0,0,0,0
5315,wild 2,An. walkeri,6/15/2018,6/12/2018,male,An. walkeri,wild,2,0,3,wild,0,0,0,0,0
5316,wild 2,Cq. perturbans,6/15/2018,6/12/2018,male,Cq. perturbans,wild,2,0,3,wild,0,0,0,0,0
5317,wild 2,Cs inornata,6/15/2018,6/12/2018,male,Cs inornata,wild,2,0,3,wild,0,0,0,0,0
5318,wild 2,Cs. melanura,6/15/2018,6/12/2018,male,Cs. melanura,wild,2,0,3,wild,0,0,0,0,0
5319,wild 2,Cx corronator,6/15/2018,6/12/2018,male,Cx corronator,wild,2,0,3,wild,0,0,0,0,0
5320,wild 2,Cx. erraticus,6/15/2018,6/12/2018,male,Cx. erraticus,wild,2,0,3,wild,0,0,0,0,0
5321,wild 2,Cx. nigripalpus,6/15/2018,6/12/2018,male,Cx. nigripalpus,wild,2,0,3,wild,0,0,0,0,0
5322,wild 2,Cx. quinque.,6/15/2018,6/12/2018,male,Cx. quinque.,wild,2,0,3,wild,0,0,0,0,0
5323,wild 2,Cx. restuans,6/15/2018,6/12/2018,male,Cx. restuans,wild,2,0,3,wild,0,0,0,0,0
5324,wild 2,Cx. salinarius,6/15/2018,6/12/2018,male,Cx. salinarius,wild,2,0,3,wild,0,0,0,0,0
5325,wild 2,Ms. titillans,6/15/2018,6/12/2018,male,Ms. titillans,wild,2,0,3,wild,0,0,0,0,0
5326,wild 2,Or. signifera,6/15/2018,6/12/2018,male,Or. signifera,wild,2,0,3,wild,0,0,0,0,0
5327,wild 2,Ps. ciliata,6/15/2018,6/12/2018,male,Ps. ciliata,wild,2,0,3,wild,0,0,0,0,0
5328,wild 2,Ps. columbiae,6/15/2018,6/12/2018,male,Ps. columbiae,wild,2,0,3,wild,0,0,0,0,0
5329,wild 2,Ps. cyanescens,6/15/2018,6/12/2018,male,Ps. cyanescens,wild,2,0,3,wild,0,0,0,0,0
5330,wild 2,Ps. ferox,6/15/2018,6/12/2018,male,Ps. ferox,wild,2,0,3,wild,0,0,0,0,0
5331,wild 2,Ps. howardii,6/15/2018,6/12/2018,male,Ps. howardii,wild,2,0,3,wild,0,0,0,0,0
5332,wild 2,Ur. lowwi,6/15/2018,6/12/2018,male,Ur. lowwi,wild,2,0,3,wild,0,0,0,0,0
5333,wild 2,Ur. sappharina,6/15/2018,6/12/2018,male,Ur. sapphirina,wild,2,0,3,wild,0,0,0,0,0
5334,wild 2,Tx. rutilus,6/15/2018,6/12/2018,male,Tx.rutilis,wild,2,0,3,wild,0,0,0,0,0
5335,wild 2,Wy. mitchelli,6/15/2018,6/12/2018,male,Wy. Mitchelli,wild,2,0,3,wild,0,0,0,0,0
5336,wild 2,Ae. albopictus-Female,6/19/2018,6/12/2018,female,Ae. Albopictus,wild,2,0,7,wild,0,0,0,0,0
5337,wild 2,Ae. albopictus-Male,6/19/2018,6/12/2018,male,Ae. Albopictus,wild,2,0,7,wild,0,0,0,0,0
5338,wild 2,Ae. aegypti - Female,6/19/2018,6/12/2018,female,Ae. Aegypti,wild,2,0,7,wild,0,0,0,0,0
5339,wild 2,Ae. aegypti - Male,6/19/2018,6/12/2018,male,Ae. Aegypti,wild,2,0,7,wild,0,0,0,0,0
5344,wild 2,Ae. atlanticus,6/19/2018,6/12/2018,male,Ae. Atlanticus,wild,2,0,7,wild,0,0,0,0,0
5345,wild 2,Ae. infirmatus,6/19/2018,6/12/2018,male,Ae. infirmatus,wild,2,0,7,wild,0,0,0,0,0
5346,wild 2,Ae. mitchellae,6/19/2018,6/12/2018,male,Ae. mitchellae,wild,2,0,7,wild,0,0,0,0,0
5347,wild 2,Ae. sollicitans,6/19/2018,6/12/2018,male,Ae. sollicitans,wild,2,0,7,wild,0,0,0,0,0
5348,wild 2,Ae. taen.,6/19/2018,6/12/2018,male,Ae. taen.,wild,2,0,7,wild,0,0,0,0,0
5349,wild 2,Ae. vexans,6/19/2018,6/12/2018,male,Ae. vexans,wild,2,0,7,wild,0,0,0,0,0
5350,wild 2,An. bradleyi,6/19/2018,6/12/2018,male,An. bradleyi,wild,2,0,7,wild,0,0,0,0,0
5351,wild 2,An. crucians,6/19/2018,6/12/2018,male,An. crucians,wild,2,0,7,wild,0,0,0,0,0
5352,wild 2,An. perplexans,6/19/2018,6/12/2018,male,An. perplexans,wild,2,0,7,wild,0,0,0,0,0
5353,wild 2,An. punctipennis,6/19/2018,6/12/2018,male,An. punctipennis,wild,2,0,7,wild,0,0,0,0,0
5354,wild 2,An. quad.,6/19/2018,6/12/2018,male,An. quad.,wild,2,0,7,wild,0,0,0,0,0
5355,wild 2,An. walkeri,6/19/2018,6/12/2018,male,An. walkeri,wild,2,0,7,wild,0,0,0,0,0
5356,wild 2,Cq. perturbans,6/19/2018,6/12/2018,male,Cq. perturbans,wild,2,0,7,wild,0,0,0,0,0
5357,wild 2,Cs inornata,6/19/2018,6/12/2018,male,Cs inornata,wild,2,0,7,wild,0,0,0,0,0
5358,wild 2,Cs. melanura,6/19/2018,6/12/2018,male,Cs. melanura,wild,2,0,7,wild,0,0,0,0,0
5359,wild 2,Cx corronator,6/19/2018,6/12/2018,male,Cx corronator,wild,2,0,7,wild,0,0,0,0,0
5360,wild 2,Cx. erraticus,6/19/2018,6/12/2018,male,Cx. erraticus,wild,2,0,7,wild,0,0,0,0,0
5361,wild 2,Cx. nigripalpus,6/19/2018,6/12/2018,male,Cx. nigripalpus,wild,2,0,7,wild,0,0,0,0,0
5362,wild 2,Cx. quinque.,6/19/2018,6/12/2018,male,Cx. quinque.,wild,2,1,7,wild,0,0,0,0,0
5363,wild 2,Cx. restuans,6/19/2018,6/12/2018,male,Cx. restuans,wild,2,0,7,wild,0,0,0,0,0
5364,wild 2,Cx. salinarius,6/19/2018,6/12/2018,male,Cx. salinarius,wild,2,0,7,wild,0,0,0,0,0
5365,wild 2,Ms. titillans,6/19/2018,6/12/2018,male,Ms. titillans,wild,2,0,7,wild,0,0,0,0,0
5366,wild 2,Or. signifera,6/19/2018,6/12/2018,male,Or. signifera,wild,2,0,7,wild,0,0,0,0,0
5367,wild 2,Ps. ciliata,6/19/2018,6/12/2018,male,Ps. ciliata,wild,2,0,7,wild,0,0,0,0,0
5368,wild 2,Ps. columbiae,6/19/2018,6/12/2018,male,Ps. columbiae,wild,2,0,7,wild,0,0,0,0,0
5369,wild 2,Ps. cyanescens,6/19/2018,6/12/2018,male,Ps. cyanescens,wild,2,0,7,wild,0,0,0,0,0
5370,wild 2,Ps. ferox,6/19/2018,6/12/2018,male,Ps. ferox,wild,2,0,7,wild,0,0,0,0,0
5371,wild 2,Ps. howardii,6/19/2018,6/12/2018,male,Ps. howardii,wild,2,0,7,wild,0,0,0,0,0
5372,wild 2,Ur. lowwi,6/19/2018,6/12/2018,male,Ur. lowwi,wild,2,0,7,wild,0,0,0,0,0
5373,wild 2,Ur. sappharina,6/19/2018,6/12/2018,male,Ur. sapphirina,wild,2,0,7,wild,0,0,0,0,0
5374,wild 2,Tx. rutilus,6/19/2018,6/12/2018,male,Tx.rutilis,wild,2,0,7,wild,0,0,0,0,0
5375,wild 2,Wy. mitchelli,6/19/2018,6/12/2018,male,Wy. Mitchelli,wild,2,0,7,wild,0,0,0,0,0
5376,wild 2,Ae. albopictus-Female,6/21/2018,6/12/2018,female,Ae. Albopictus,wild,2,0,9,wild,0,0,0,0,0
5377,wild 2,Ae. albopictus-Male,6/21/2018,6/12/2018,male,Ae. Albopictus,wild,2,0,9,wild,0,0,0,0,0
5378,wild 2,Ae. aegypti - Female,6/21/2018,6/12/2018,female,Ae. Aegypti,wild,2,0,9,wild,0,0,0,0,0
5379,wild 2,Ae. aegypti - Male,6/21/2018,6/12/2018,male,Ae. Aegypti,wild,2,0,9,wild,0,0,0,0,0
5384,wild 2,Ae. atlanticus,6/21/2018,6/12/2018,male,Ae. Atlanticus,wild,2,0,9,wild,0,0,0,0,0
5385,wild 2,Ae. infirmatus,6/21/2018,6/12/2018,male,Ae. infirmatus,wild,2,0,9,wild,0,0,0,0,0
5386,wild 2,Ae. mitchellae,6/21/2018,6/12/2018,male,Ae. mitchellae,wild,2,0,9,wild,0,0,0,0,0
5387,wild 2,Ae. sollicitans,6/21/2018,6/12/2018,male,Ae. sollicitans,wild,2,0,9,wild,0,0,0,0,0
5388,wild 2,Ae. taen.,6/21/2018,6/12/2018,male,Ae. taen.,wild,2,0,9,wild,0,0,0,0,0
5389,wild 2,Ae. vexans,6/21/2018,6/12/2018,male,Ae. vexans,wild,2,0,9,wild,0,0,0,0,0
5390,wild 2,An. bradleyi,6/21/2018,6/12/2018,male,An. bradleyi,wild,2,0,9,wild,0,0,0,0,0
5391,wild 2,An. crucians,6/21/2018,6/12/2018,male,An. crucians,wild,2,0,9,wild,0,0,0,0,0
5392,wild 2,An. perplexans,6/21/2018,6/12/2018,male,An. perplexans,wild,2,0,9,wild,0,0,0,0,0
5393,wild 2,An. punctipennis,6/21/2018,6/12/2018,male,An. punctipennis,wild,2,0,9,wild,0,0,0,0,0
5394,wild 2,An. quad.,6/21/2018,6/12/2018,male,An. quad.,wild,2,0,9,wild,0,0,0,0,0
5395,wild 2,An. walkeri,6/21/2018,6/12/2018,male,An. walkeri,wild,2,0,9,wild,0,0,0,0,0
5396,wild 2,Cq. perturbans,6/21/2018,6/12/2018,male,Cq. perturbans,wild,2,0,9,wild,0,0,0,0,0
5397,wild 2,Cs inornata,6/21/2018,6/12/2018,male,Cs inornata,wild,2,0,9,wild,0,0,0,0,0
5398,wild 2,Cs. melanura,6/21/2018,6/12/2018,male,Cs. melanura,wild,2,0,9,wild,0,0,0,0,0
5399,wild 2,Cx corronator,6/21/2018,6/12/2018,male,Cx corronator,wild,2,0,9,wild,0,0,0,0,0
5400,wild 2,Cx. erraticus,6/21/2018,6/12/2018,male,Cx. erraticus,wild,2,0,9,wild,0,0,0,0,0
5401,wild 2,Cx. nigripalpus,6/21/2018,6/12/2018,male,Cx. nigripalpus,wild,2,0,9,wild,0,0,0,0,0
5402,wild 2,Cx. quinque.,6/21/2018,6/12/2018,male,Cx. quinque.,wild,2,0,9,wild,0,0,0,0,0
5403,wild 2,Cx. restuans,6/21/2018,6/12/2018,male,Cx. restuans,wild,2,0,9,wild,0,0,0,0,0
5404,wild 2,Cx. salinarius,6/21/2018,6/12/2018,male,Cx. salinarius,wild,2,0,9,wild,0,0,0,0,0
5405,wild 2,Ms. titillans,6/21/2018,6/12/2018,male,Ms. titillans,wild,2,0,9,wild,0,0,0,0,0
5406,wild 2,Or. signifera,6/21/2018,6/12/2018,male,Or. signifera,wild,2,0,9,wild,0,0,0,0,0
5407,wild 2,Ps. ciliata,6/21/2018,6/12/2018,male,Ps. ciliata,wild,2,0,9,wild,0,0,0,0,0
5408,wild 2,Ps. columbiae,6/21/2018,6/12/2018,male,Ps. columbiae,wild,2,0,9,wild,0,0,0,0,0
5409,wild 2,Ps. cyanescens,6/21/2018,6/12/2018,male,Ps. cyanescens,wild,2,0,9,wild,0,0,0,0,0
5410,wild 2,Ps. ferox,6/21/2018,6/12/2018,male,Ps. ferox,wild,2,0,9,wild,0,0,0,0,0
5411,wild 2,Ps. howardii,6/21/2018,6/12/2018,male,Ps. howardii,wild,2,0,9,wild,0,0,0,0,0
5412,wild 2,Ur. lowwi,6/21/2018,6/12/2018,male,Ur. lowwi,wild,2,0,9,wild,0,0,0,0,0
5413,wild 2,Ur. sappharina,6/21/2018,6/12/2018,male,Ur. sapphirina,wild,2,0,9,wild,0,0,0,0,0
5414,wild 2,Tx. rutilus,6/21/2018,6/12/2018,male,Tx.rutilis,wild,2,0,9,wild,0,0,0,0,0
5415,wild 2,Wy. mitchelli,6/21/2018,6/12/2018,male,Wy. Mitchelli,wild,2,0,9,wild,0,0,0,0,0
5416,wild 2,Ae. albopictus-Female,6/26/2018,6/12/2018,female,Ae. Albopictus,wild,2,0,14,wild,0,0,0,0,0
5417,wild 2,Ae. albopictus-Male,6/26/2018,6/12/2018,male,Ae. Albopictus,wild,2,0,14,wild,0,0,0,0,0
5418,wild 2,Ae. aegypti - Female,6/26/2018,6/12/2018,female,Ae. Aegypti,wild,2,0,14,wild,0,0,0,0,0
5419,wild 2,Ae. aegypti - Male,6/26/2018,6/12/2018,male,Ae. Aegypti,wild,2,0,14,wild,0,0,0,0,0
5424,wild 2,Ae. atlanticus,6/26/2018,6/12/2018,male,Ae. Atlanticus,wild,2,0,14,wild,0,0,0,0,0
5425,wild 2,Ae. infirmatus,6/26/2018,6/12/2018,male,Ae. infirmatus,wild,2,0,14,wild,0,0,0,0,0
5426,wild 2,Ae. mitchellae,6/26/2018,6/12/2018,male,Ae. mitchellae,wild,2,0,14,wild,0,0,0,0,0
5427,wild 2,Ae. sollicitans,6/26/2018,6/12/2018,male,Ae. sollicitans,wild,2,0,14,wild,0,0,0,0,0
5428,wild 2,Ae. taen.,6/26/2018,6/12/2018,male,Ae. taen.,wild,2,0,14,wild,0,0,0,0,0
5429,wild 2,Ae. vexans,6/26/2018,6/12/2018,male,Ae. vexans,wild,2,0,14,wild,0,0,0,0,0
5430,wild 2,An. bradleyi,6/26/2018,6/12/2018,male,An. bradleyi,wild,2,0,14,wild,0,0,0,0,0
5431,wild 2,An. crucians,6/26/2018,6/12/2018,male,An. crucians,wild,2,0,14,wild,0,0,0,0,0
5432,wild 2,An. perplexans,6/26/2018,6/12/2018,male,An. perplexans,wild,2,0,14,wild,0,0,0,0,0
5433,wild 2,An. punctipennis,6/26/2018,6/12/2018,male,An. punctipennis,wild,2,0,14,wild,0,0,0,0,0
5434,wild 2,An. quad.,6/26/2018,6/12/2018,male,An. quad.,wild,2,0,14,wild,0,0,0,0,0
5435,wild 2,An. walkeri,6/26/2018,6/12/2018,male,An. walkeri,wild,2,0,14,wild,0,0,0,0,0
5436,wild 2,Cq. perturbans,6/26/2018,6/12/2018,male,Cq. perturbans,wild,2,0,14,wild,0,0,0,0,0
5437,wild 2,Cs inornata,6/26/2018,6/12/2018,male,Cs inornata,wild,2,0,14,wild,0,0,0,0,0
5438,wild 2,Cs. melanura,6/26/2018,6/12/2018,male,Cs. melanura,wild,2,0,14,wild,0,0,0,0,0
5439,wild 2,Cx corronator,6/26/2018,6/12/2018,male,Cx corronator,wild,2,0,14,wild,0,0,0,0,0
5440,wild 2,Cx. erraticus,6/26/2018,6/12/2018,male,Cx. erraticus,wild,2,0,14,wild,0,0,0,0,0
5441,wild 2,Cx. nigripalpus,6/26/2018,6/12/2018,male,Cx. nigripalpus,wild,2,0,14,wild,0,0,0,0,0
5442,wild 2,Cx. quinque.,6/26/2018,6/12/2018,male,Cx. quinque.,wild,2,3,14,wild,0,0,0,0,0
5443,wild 2,Cx. restuans,6/26/2018,6/12/2018,male,Cx. restuans,wild,2,0,14,wild,0,0,0,0,0
5444,wild 2,Cx. salinarius,6/26/2018,6/12/2018,male,Cx. salinarius,wild,2,0,14,wild,0,0,0,0,0
5445,wild 2,Ms. titillans,6/26/2018,6/12/2018,male,Ms. titillans,wild,2,0,14,wild,0,0,0,0,0
5446,wild 2,Or. signifera,6/26/2018,6/12/2018,male,Or. signifera,wild,2,0,14,wild,0,0,0,0,0
5447,wild 2,Ps. ciliata,6/26/2018,6/12/2018,male,Ps. ciliata,wild,2,0,14,wild,0,0,0,0,0
5448,wild 2,Ps. columbiae,6/26/2018,6/12/2018,male,Ps. columbiae,wild,2,0,14,wild,0,0,0,0,0
5449,wild 2,Ps. cyanescens,6/26/2018,6/12/2018,male,Ps. cyanescens,wild,2,0,14,wild,0,0,0,0,0
5450,wild 2,Ps. ferox,6/26/2018,6/12/2018,male,Ps. ferox,wild,2,0,14,wild,0,0,0,0,0
5451,wild 2,Ps. howardii,6/26/2018,6/12/2018,male,Ps. howardii,wild,2,0,14,wild,0,0,0,0,0
5452,wild 2,Ur. lowwi,6/26/2018,6/12/2018,male,Ur. lowwi,wild,2,0,14,wild,0,0,0,0,0
5453,wild 2,Ur. sappharina,6/26/2018,6/12/2018,male,Ur. sapphirina,wild,2,0,14,wild,0,0,0,0,0
5454,wild 2,Tx. rutilus,6/26/2018,6/12/2018,male,Tx.rutilis,wild,2,0,14,wild,0,0,0,0,0
5455,wild 2,Wy. mitchelli,6/26/2018,6/12/2018,male,Wy. Mitchelli,wild,2,0,14,wild,0,0,0,0,0
6556,wild 3,Ae. albopictus-Female,6/15/2018,6/12/2018,female,Ae. Albopictus,wild,3,0,3,wild,0,0,0,0,0
6557,wild 3,Ae. albopictus-Male,6/15/2018,6/12/2018,male,Ae. Albopictus,wild,3,0,3,wild,0,0,0,0,0
6558,wild 3,Ae. aegypti - Female,6/15/2018,6/12/2018,female,Ae. Aegypti,wild,3,0,3,wild,0,0,0,0,0
6559,wild 3,Ae. aegypti - Male,6/15/2018,6/12/2018,male,Ae. Aegypti,wild,3,0,3,wild,0,0,0,0,0
6564,wild 3,Ae. atlanticus,6/15/2018,6/12/2018,male,Ae. Atlanticus,wild,3,0,3,wild,0,0,0,0,0
6565,wild 3,Ae. infirmatus,6/15/2018,6/12/2018,male,Ae. infirmatus,wild,3,0,3,wild,0,0,0,0,0
6566,wild 3,Ae. mitchellae,6/15/2018,6/12/2018,male,Ae. mitchellae,wild,3,0,3,wild,0,0,0,0,0
6567,wild 3,Ae. sollicitans,6/15/2018,6/12/2018,male,Ae. sollicitans,wild,3,0,3,wild,0,0,0,0,0
6568,wild 3,Ae. taen.,6/15/2018,6/12/2018,male,Ae. taen.,wild,3,0,3,wild,0,0,0,0,0
6569,wild 3,Ae. vexans,6/15/2018,6/12/2018,male,Ae. vexans,wild,3,0,3,wild,0,0,0,0,0
6570,wild 3,An. bradleyi,6/15/2018,6/12/2018,male,An. bradleyi,wild,3,0,3,wild,0,0,0,0,0
6571,wild 3,An. crucians,6/15/2018,6/12/2018,male,An. crucians,wild,3,0,3,wild,0,0,0,0,0
6572,wild 3,An. perplexans,6/15/2018,6/12/2018,male,An. perplexans,wild,3,0,3,wild,0,0,0,0,0
6573,wild 3,An. punctipennis,6/15/2018,6/12/2018,male,An. punctipennis,wild,3,0,3,wild,0,0,0,0,0
6574,wild 3,An. quad.,6/15/2018,6/12/2018,male,An. quad.,wild,3,0,3,wild,0,0,0,0,0
6575,wild 3,An. walkeri,6/15/2018,6/12/2018,male,An. walkeri,wild,3,0,3,wild,0,0,0,0,0
6576,wild 3,Cq. perturbans,6/15/2018,6/12/2018,male,Cq. perturbans,wild,3,0,3,wild,0,0,0,0,0
6577,wild 3,Cs inornata,6/15/2018,6/12/2018,male,Cs inornata,wild,3,0,3,wild,0,0,0,0,0
6578,wild 3,Cs. melanura,6/15/2018,6/12/2018,male,Cs. melanura,wild,3,0,3,wild,0,0,0,0,0
6579,wild 3,Cx corronator,6/15/2018,6/12/2018,male,Cx corronator,wild,3,0,3,wild,0,0,0,0,0
6580,wild 3,Cx. erraticus,6/15/2018,6/12/2018,male,Cx. erraticus,wild,3,0,3,wild,0,0,0,0,0
6581,wild 3,Cx. nigripalpus,6/15/2018,6/12/2018,male,Cx. nigripalpus,wild,3,0,3,wild,0,0,0,0,0
6582,wild 3,Cx. quinque.,6/15/2018,6/12/2018,male,Cx. quinque.,wild,3,0,3,wild,0,0,0,0,0
6583,wild 3,Cx. restuans,6/15/2018,6/12/2018,male,Cx. restuans,wild,3,0,3,wild,0,0,0,0,0
6584,wild 3,Cx. salinarius,6/15/2018,6/12/2018,male,Cx. salinarius,wild,3,0,3,wild,0,0,0,0,0
6585,wild 3,Ms. titillans,6/15/2018,6/12/2018,male,Ms. titillans,wild,3,0,3,wild,0,0,0,0,0
6586,wild 3,Or. signifera,6/15/2018,6/12/2018,male,Or. signifera,wild,3,0,3,wild,0,0,0,0,0
6587,wild 3,Ps. ciliata,6/15/2018,6/12/2018,male,Ps. ciliata,wild,3,0,3,wild,0,0,0,0,0
6588,wild 3,Ps. columbiae,6/15/2018,6/12/2018,male,Ps. columbiae,wild,3,0,3,wild,0,0,0,0,0
6589,wild 3,Ps. cyanescens,6/15/2018,6/12/2018,male,Ps. cyanescens,wild,3,0,3,wild,0,0,0,0,0
6590,wild 3,Ps. ferox,6/15/2018,6/12/2018,male,Ps. ferox,wild,3,0,3,wild,0,0,0,0,0
6591,wild 3,Ps. howardii,6/15/2018,6/12/2018,male,Ps. howardii,wild,3,0,3,wild,0,0,0,0,0
6592,wild 3,Ur. lowwi,6/15/2018,6/12/2018,male,Ur. lowwi,wild,3,0,3,wild,0,0,0,0,0
6593,wild 3,Ur. sappharina,6/15/2018,6/12/2018,male,Ur. sapphirina,wild,3,0,3,wild,0,0,0,0,0
6594,wild 3,Tx. rutilus,6/15/2018,6/12/2018,male,Tx.rutilis,wild,3,0,3,wild,0,0,0,0,0
6595,wild 3,Wy. mitchelli,6/15/2018,6/12/2018,male,Wy. Mitchelli,wild,3,0,3,wild,0,0,0,0,0
6596,wild 3,Ae. albopictus-Female,6/19/2018,6/12/2018,female,Ae. Albopictus,wild,3,0,7,wild,0,0,0,0,0
6597,wild 3,Ae. albopictus-Male,6/19/2018,6/12/2018,male,Ae. Albopictus,wild,3,0,7,wild,0,0,0,0,0
6598,wild 3,Ae. aegypti - Female,6/19/2018,6/12/2018,female,Ae. Aegypti,wild,3,1,7,wild,0,0,0,0,0
6599,wild 3,Ae. aegypti - Male,6/19/2018,6/12/2018,male,Ae. Aegypti,wild,3,0,7,wild,0,0,0,0,0
6604,wild 3,Ae. atlanticus,6/19/2018,6/12/2018,male,Ae. Atlanticus,wild,3,0,7,wild,0,0,0,0,0
6605,wild 3,Ae. infirmatus,6/19/2018,6/12/2018,male,Ae. infirmatus,wild,3,0,7,wild,0,0,0,0,0
6606,wild 3,Ae. mitchellae,6/19/2018,6/12/2018,male,Ae. mitchellae,wild,3,0,7,wild,0,0,0,0,0
6607,wild 3,Ae. sollicitans,6/19/2018,6/12/2018,male,Ae. sollicitans,wild,3,0,7,wild,0,0,0,0,0
6608,wild 3,Ae. taen.,6/19/2018,6/12/2018,male,Ae. taen.,wild,3,0,7,wild,0,0,0,0,0
6609,wild 3,Ae. vexans,6/19/2018,6/12/2018,male,Ae. vexans,wild,3,0,7,wild,0,0,0,0,0
6610,wild 3,An. bradleyi,6/19/2018,6/12/2018,male,An. bradleyi,wild,3,0,7,wild,0,0,0,0,0
6611,wild 3,An. crucians,6/19/2018,6/12/2018,male,An. crucians,wild,3,0,7,wild,0,0,0,0,0
6612,wild 3,An. perplexans,6/19/2018,6/12/2018,male,An. perplexans,wild,3,0,7,wild,0,0,0,0,0
6613,wild 3,An. punctipennis,6/19/2018,6/12/2018,male,An. punctipennis,wild,3,0,7,wild,0,0,0,0,0
6614,wild 3,An. quad.,6/19/2018,6/12/2018,male,An. quad.,wild,3,0,7,wild,0,0,0,0,0
6615,wild 3,An. walkeri,6/19/2018,6/12/2018,male,An. walkeri,wild,3,0,7,wild,0,0,0,0,0
6616,wild 3,Cq. perturbans,6/19/2018,6/12/2018,male,Cq. perturbans,wild,3,0,7,wild,0,0,0,0,0
6617,wild 3,Cs inornata,6/19/2018,6/12/2018,male,Cs inornata,wild,3,0,7,wild,0,0,0,0,0
6618,wild 3,Cs. melanura,6/19/2018,6/12/2018,male,Cs. melanura,wild,3,0,7,wild,0,0,0,0,0
6619,wild 3,Cx corronator,6/19/2018,6/12/2018,male,Cx corronator,wild,3,0,7,wild,0,0,0,0,0
6620,wild 3,Cx. erraticus,6/19/2018,6/12/2018,male,Cx. erraticus,wild,3,0,7,wild,0,0,0,0,0
6621,wild 3,Cx. nigripalpus,6/19/2018,6/12/2018,male,Cx. nigripalpus,wild,3,0,7,wild,0,0,0,0,0
6622,wild 3,Cx. quinque.,6/19/2018,6/12/2018,male,Cx. quinque.,wild,3,2,7,wild,0,0,0,0,0
6623,wild 3,Cx. restuans,6/19/2018,6/12/2018,male,Cx. restuans,wild,3,0,7,wild,0,0,0,0,0
6624,wild 3,Cx. salinarius,6/19/2018,6/12/2018,male,Cx. salinarius,wild,3,0,7,wild,0,0,0,0,0
6625,wild 3,Ms. titillans,6/19/2018,6/12/2018,male,Ms. titillans,wild,3,0,7,wild,0,0,0,0,0
6626,wild 3,Or. signifera,6/19/2018,6/12/2018,male,Or. signifera,wild,3,0,7,wild,0,0,0,0,0
6627,wild 3,Ps. ciliata,6/19/2018,6/12/2018,male,Ps. ciliata,wild,3,0,7,wild,0,0,0,0,0
6628,wild 3,Ps. columbiae,6/19/2018,6/12/2018,male,Ps. columbiae,wild,3,0,7,wild,0,0,0,0,0
6629,wild 3,Ps. cyanescens,6/19/2018,6/12/2018,male,Ps. cyanescens,wild,3,0,7,wild,0,0,0,0,0
